host_id,edge_id,source_ip_risk,destination_ip_risk,vulnerability_score,privilege_level,connection_type,anomaly_score,failed_login_attempts,suspicious_process,lateral_movement
97,232,0.68432865,0.33917362,0,low,rdp,0.750970799,10,0,0
123,85,0.359914036,0.436268861,2,low,rdp,0.185927946,0,1,0
70,409,0.66780622,0.632666254,9,high,api,0.109667039,19,0,1
169,489,0.040595985,0.121128027,8,low,ssh,0.07484885,9,0,0
196,65,0.390752985,0.272630509,6,medium,api,0.374053495,18,1,0
13,134,0.790849678,0.507648086,5,high,ssh,0.49800024,10,0,0
49,151,0.80300603,0.315573308,7,high,rdp,0.615649898,2,0,0
60,115,0.716148779,0.991085338,7,medium,rdp,0.95803452,15,0,1
130,64,0.204238621,0.431431467,5,low,smb,0.33078782,9,0,0
188,343,0.247205119,0.869799154,3,high,smb,0.760874052,1,0,0
5,427,0.996088727,0.896509836,3,medium,api,0.53135762,18,0,1
172,363,0.103378007,0.836007,3,low,smb,0.220089932,3,1,0
27,407,0.180662699,0.046898241,5,medium,rdp,0.615305429,15,0,0
160,352,0.130026256,0.947746732,0,low,rdp,0.967176178,5,0,0
149,158,0.327654964,0.128742562,1,high,ssh,0.124308299,10,1,0
8,77,0.210175835,0.034403628,5,low,smb,0.507279765,16,0,0
50,491,0.49768796,0.414369608,0,medium,ssh,0.051608354,14,0,0
67,146,0.476020707,0.194634033,8,medium,rdp,0.321216299,3,0,0
44,343,0.901505619,0.18419653,5,medium,smb,0.620602678,7,0,0
125,463,0.034739947,0.287819613,6,medium,ssh,0.841056936,17,0,0
58,225,0.319879577,0.248405605,0,high,rdp,0.730328422,13,0,0
3,405,0.596657892,0.684795402,7,low,ssh,0.462856778,1,0,0
86,313,0.604801762,0.186777307,4,low,smb,0.909222757,15,0,0
70,103,0.480126229,0.543118305,4,medium,ssh,0.302714665,14,0,0
130,407,0.815665541,0.986426546,5,low,ssh,0.75398341,5,0,1
172,347,0.062722171,0.432382421,6,low,rdp,0.474009022,8,0,0
2,301,0.815487766,0.641873109,6,low,smb,0.898635755,11,0,1
102,428,0.49475424,0.969371678,4,low,api,0.797432822,9,0,1
35,466,0.133760695,0.137638998,0,medium,api,0.901469661,6,0,0
98,88,0.885701914,0.418607009,8,medium,ssh,0.214247849,4,0,0
30,371,0.64922878,0.8501924,5,low,rdp,0.668150432,7,0,1
116,303,0.163545687,0.932305683,8,medium,smb,0.738463408,11,0,0
8,168,0.033649723,0.601236058,3,low,rdp,0.742414265,0,0,0
150,435,0.141109648,0.143420603,1,medium,smb,0.50400045,9,0,0
44,170,0.60879796,0.901471584,2,low,rdp,0.011250522,10,1,1
186,135,0.179296235,0.174446566,3,medium,api,0.261430784,19,0,0
36,50,0.225763075,0.352877848,9,low,api,0.323300875,4,0,0
197,432,0.025139726,0.375507978,7,low,api,0.852036617,12,0,0
77,340,0.722930672,0.44729154,2,medium,rdp,0.840885817,17,0,0
31,347,0.8103644,0.790165816,7,low,rdp,0.104680104,9,0,1
47,134,0.796848177,0.802144378,5,high,ssh,0.949835882,16,0,1
55,347,0.127568151,0.719655073,3,medium,api,0.182457487,18,0,0
106,137,0.903301127,0.022128674,6,low,ssh,0.414359451,3,0,0
190,245,0.672278829,0.564845102,4,medium,rdp,0.215156966,8,1,1
158,109,0.897528622,0.747492956,4,low,smb,0.860332469,17,0,1
121,313,0.447160505,0.44462524,8,low,api,0.749402032,15,0,0
55,287,0.436954861,0.944936045,2,high,api,0.353528807,6,0,0
144,21,0.784536519,0.823810522,9,low,api,0.681878626,11,0,1
12,90,0.093297855,0.638155065,3,medium,api,0.184366884,3,0,0
145,296,0.520874037,0.062425184,4,low,api,0.382297092,11,0,0
144,112,0.836384236,0.652346248,0,medium,rdp,0.377107588,11,0,0
140,301,0.830192563,0.911579601,6,low,api,0.237936682,3,0,1
136,77,0.956132856,0.379445387,7,low,api,0.87631205,11,0,1
3,177,0.698272594,0.838132526,5,high,ssh,0.678845735,7,0,1
144,343,0.207770629,0.313161143,8,low,smb,0.279939311,2,1,0
30,148,0.020280315,0.570103292,2,medium,api,0.242120761,15,0,0
23,101,0.479415799,0.648424418,1,medium,ssh,0.017953471,1,0,0
92,246,0.513703866,0.677995038,4,medium,rdp,0.346582254,5,0,0
115,117,0.240262584,0.882549314,8,medium,ssh,0.526771283,16,1,1
104,92,0.124697447,0.234622267,0,low,api,0.277710942,11,0,0
118,401,0.586208166,0.262369585,0,low,ssh,0.700458276,8,0,0
5,28,0.764255674,0.704040993,9,high,ssh,0.411749529,15,0,1
104,425,0.993154104,0.177193812,2,medium,rdp,0.316317837,6,1,0
108,450,0.758302617,0.464270405,9,low,ssh,0.939057659,7,0,1
65,25,0.793632414,0.020034384,2,low,rdp,0.262800877,6,0,0
121,58,0.616460878,0.140979337,4,medium,rdp,0.39825762,4,0,0
30,498,0.985922659,0.678846385,3,high,ssh,0.382290789,6,0,1
149,297,0.639956385,0.747461603,5,high,api,0.241198346,17,0,1
84,134,0.860253286,0.115319033,7,high,smb,0.21747674,17,0,0
198,331,0.945784646,0.22770955,7,low,ssh,0.302380019,15,0,0
150,249,0.929858501,0.098904447,3,high,ssh,0.86423617,6,0,0
32,38,0.381415344,0.433412844,0,high,ssh,0.767082887,1,1,0
161,390,0.078662058,0.126116071,6,low,smb,0.680999514,16,0,0
16,429,0.171873703,0.437296017,5,low,smb,0.457102993,7,0,0
38,75,0.059223305,0.732098256,4,low,rdp,0.507753985,1,0,0
142,142,0.105396935,0.683388633,3,medium,smb,0.267138845,17,0,0
36,322,0.184651246,0.280460487,5,low,smb,0.074315914,18,0,0
151,168,0.341094317,0.673762549,7,low,ssh,0.331040557,19,1,1
114,259,0.543539647,0.927712131,5,low,rdp,0.495583756,8,0,1
66,373,0.711682059,0.347524387,2,low,api,0.057313047,11,0,0
105,355,0.210927336,0.329119154,8,low,rdp,0.088233302,18,0,0
85,225,0.672522404,0.571438651,2,medium,smb,0.263025233,7,1,1
2,152,0.704259075,0.245501811,3,low,smb,0.367080374,7,1,0
193,19,0.558622337,0.651578928,4,high,ssh,0.393316811,9,1,1
75,146,0.90361787,0.832261771,1,high,api,0.117886066,17,0,1
67,448,0.110994814,0.459318505,9,high,api,0.225821355,14,0,0
180,241,0.177121458,0.679507325,9,medium,api,0.261647252,10,0,0
190,372,0.428664824,0.651885424,1,low,smb,0.067634876,13,0,0
151,381,0.126712735,0.038665562,5,low,smb,0.326099701,14,0,0
154,344,0.566296144,0.183416295,1,low,rdp,0.072221573,13,0,0
196,237,0.398400467,0.893530002,9,high,smb,0.703457843,11,0,1
55,35,0.284595795,0.938892147,0,low,api,0.386047767,3,0,0
6,190,0.169989813,0.78043964,7,medium,api,0.326752389,2,0,0
163,1,0.335338238,0.921248148,9,medium,api,0.126522172,11,1,1
150,484,0.607959351,0.306148651,9,high,ssh,0.226503655,6,0,0
171,153,0.575785211,0.247710972,0,medium,rdp,0.232705209,6,1,0
143,429,0.163624,0.384300188,9,medium,rdp,0.985204215,18,0,0
86,433,0.124919811,0.055341999,5,low,smb,0.83534938,13,0,0
60,126,0.026676763,0.809871619,0,medium,ssh,0.015262292,0,1,0
101,491,0.012425594,0.984175485,7,low,rdp,0.616836591,6,0,0
12,482,0.879810436,0.824029292,4,high,ssh,0.255910096,9,0,1
49,345,0.045088856,0.554975335,2,low,ssh,0.104376929,17,0,0
42,400,0.73122111,0.29528197,4,low,smb,0.705599763,12,0,0
166,226,0.871985096,0.197697889,0,high,ssh,0.131605549,7,0,0
82,221,0.098057849,0.364062872,0,low,rdp,0.44374078,8,0,0
173,403,0.436301424,0.66696953,3,high,smb,0.632165165,14,1,1
35,407,0.962302983,0.447061556,8,high,rdp,0.554494756,7,1,1
158,211,0.834138661,0.93405982,8,medium,ssh,0.977629098,0,0,1
158,25,0.489704032,0.854220343,0,low,ssh,0.785742613,2,0,0
134,16,0.762571113,0.102400616,2,low,api,0.774193376,18,1,0
67,182,0.833377624,0.131525224,3,high,smb,0.355595394,8,0,0
80,499,0.348026963,0.676239185,1,high,smb,0.008395492,18,0,0
7,329,0.892152917,0.23076839,6,low,api,0.73441093,14,0,0
180,129,0.47047332,0.791029877,2,low,rdp,0.999732084,13,0,1
14,42,0.527807364,0.591358142,0,low,rdp,0.405879108,0,0,0
73,403,0.999707638,0.229830528,0,high,ssh,0.985518499,2,0,0
143,481,0.843302966,0.478686797,2,low,smb,0.14170811,1,0,0
149,418,0.361770006,0.406076292,5,low,ssh,0.296512352,0,0,0
163,336,0.010345596,0.873159359,3,medium,api,0.170726932,17,0,0
66,236,0.626174074,0.032162475,0,low,ssh,0.475175973,0,0,0
91,360,0.703913426,0.89584389,6,high,rdp,0.796981402,8,0,1
130,439,0.65080269,0.652082683,1,low,rdp,0.340661692,6,0,0
163,402,0.967862351,0.737538188,4,low,api,0.906228937,12,0,1
20,34,0.862971027,0.002607463,7,low,rdp,0.544830413,16,0,0
10,345,0.448831693,0.628239434,6,low,api,0.465424414,12,0,0
25,381,0.062857487,0.588486164,7,low,smb,0.787035842,12,0,0
194,45,0.47605877,0.537205556,9,low,api,0.101443497,9,0,0
25,134,0.68924402,0.785866857,5,low,api,0.773752471,5,0,1
54,21,0.607709808,0.555871096,6,high,api,0.242952,4,0,0
33,122,0.538137068,0.85709719,8,low,rdp,0.280812547,9,0,1
164,70,0.468818958,0.232631486,5,high,smb,0.599453773,13,0,0
95,352,0.293761873,0.805982589,8,medium,ssh,0.901934425,10,0,1
14,361,0.277346762,0.179312773,1,low,smb,0.57840695,4,0,0
65,48,0.500231479,0.813117792,1,low,rdp,0.648949349,3,0,0
110,491,0.160603146,0.940463519,1,low,smb,0.77659459,2,0,0
80,39,0.340685424,0.335694142,5,low,smb,0.259324759,13,0,0
54,287,0.323979275,0.529886314,1,low,api,0.827233673,12,0,0
125,490,0.587132802,0.658329023,2,low,api,0.417960149,4,0,0
180,10,0.0666823,0.079471666,7,medium,rdp,0.175655693,11,0,0
131,30,0.82966868,0.494080718,7,medium,api,0.350118079,9,0,0
169,244,0.56237838,0.360584977,3,low,rdp,0.246131112,1,0,0
134,274,0.670826681,0.872455631,8,low,ssh,0.228713605,6,1,1
25,444,0.703093904,0.876679519,7,medium,smb,0.282563199,6,0,1
141,88,0.291484137,0.70077954,0,low,ssh,0.180930815,3,1,0
117,244,0.470371567,0.655724475,7,high,ssh,0.667701757,11,0,0
136,381,0.956245956,0.733688459,0,medium,smb,0.579991757,3,0,1
149,329,0.766705238,0.365986901,3,high,api,0.648441893,6,1,1
196,479,0.969556875,0.404519247,9,low,ssh,0.343724724,19,0,1
25,15,0.746254345,0.553704723,5,high,smb,0.769733403,12,0,1
79,4,0.17560014,0.938028127,6,medium,ssh,0.129608741,7,0,0
68,191,0.064535884,0.723999874,9,medium,ssh,0.571136709,13,0,0
173,168,0.577661437,0.550989244,3,low,smb,0.275452972,2,0,0
188,9,0.35781328,0.770413015,7,low,api,0.527609901,1,0,0
12,109,0.27545791,0.370890312,7,high,rdp,0.323637175,9,1,0
32,137,0.807210996,0.730466701,8,medium,smb,0.790511765,5,0,1
128,154,0.366993267,0.410676248,5,low,rdp,0.891271839,6,0,0
96,388,0.31700097,0.279661407,3,low,smb,0.742581223,15,1,0
92,209,0.849987593,0.609724048,1,low,smb,0.175583713,5,0,0
141,272,0.846287336,0.68687756,6,medium,rdp,0.274866898,15,0,1
31,143,0.356366638,0.459293561,9,medium,rdp,0.919358066,11,0,0
78,99,0.832498701,0.565500731,2,low,api,0.437220128,14,0,1
20,377,0.85077849,0.694066075,2,low,smb,0.941180409,2,1,1
146,308,0.423930535,0.767710052,2,low,smb,0.392451689,15,0,0
60,69,0.06647313,0.895571479,3,low,smb,0.951774661,17,0,0
191,247,0.001584644,0.354544206,1,low,api,0.925738988,14,0,0
134,261,0.523292463,0.951477253,4,low,rdp,0.66052689,5,0,1
160,276,0.344075493,0.63727981,2,low,smb,0.008827048,16,0,0
93,79,0.997131894,0.787701883,9,high,rdp,0.400334682,1,0,1
43,146,0.772411,0.699769043,4,medium,api,0.91123513,1,0,1
130,111,0.761275456,0.205571725,6,high,ssh,0.885110289,16,0,0
60,258,0.955242768,0.071438383,8,low,rdp,0.1873878,18,0,0
151,93,0.887724398,0.726286464,1,high,api,0.399182496,4,0,1
31,13,0.318187479,0.511052668,8,medium,ssh,0.835509928,3,0,0
5,260,0.165987222,0.702213368,9,low,smb,0.577877853,17,0,0
162,426,0.745892265,0.476842804,5,low,smb,0.847299233,7,0,0
10,109,0.378273894,0.31223452,5,medium,rdp,0.826567384,8,0,0
89,330,0.473172652,0.285017909,2,high,ssh,0.907482007,17,0,0
130,189,0.630397731,0.730532131,9,low,api,0.117220588,10,0,1
126,95,0.907872677,0.276780081,8,low,smb,0.145215141,15,0,0
11,105,0.419087754,0.714676871,3,medium,smb,0.082809029,15,0,0
178,8,0.78331689,0.383960126,4,high,ssh,0.935268841,3,0,0
159,67,0.268339791,0.770898404,2,medium,api,0.475162384,8,0,0
56,496,0.697971791,0.142809926,4,low,smb,0.064325283,12,0,0
83,191,0.001579421,0.204979943,7,low,smb,0.321529903,19,1,0
137,366,0.871507213,0.685911606,7,low,rdp,0.351412641,7,0,1
99,256,0.03037958,0.56023112,7,high,api,0.809559823,10,0,0
149,9,0.712753755,0.203878343,5,medium,smb,0.735476892,8,0,0
73,478,0.046258189,0.902827012,0,medium,ssh,0.68938705,17,0,0
156,117,0.266245699,0.275944147,9,low,smb,0.021863553,19,1,0
190,267,0.497202404,0.421071398,5,high,api,0.910695796,2,1,0
115,99,0.419938685,0.202287942,9,medium,rdp,0.215555267,17,0,0
7,485,0.191836115,0.388027618,6,high,smb,0.629061405,18,0,0
80,298,0.333814912,0.49164675,8,medium,ssh,0.061819043,8,0,0
144,397,0.72770637,0.295247055,7,medium,smb,0.081526092,17,0,0
97,164,0.669257093,0.769093673,7,medium,ssh,0.009577296,15,0,1
4,376,0.071814584,0.393932979,6,low,api,0.565927645,13,1,0
4,141,0.747315826,0.72951,1,high,rdp,0.62937967,18,0,1
103,268,0.053045881,0.207072175,0,low,api,0.050462303,14,1,0
40,37,0.542926389,0.377035497,1,medium,smb,0.290484885,3,0,0
17,74,0.260062748,0.008058289,5,high,smb,0.851454414,11,0,0
101,73,0.587690128,0.758637584,1,low,rdp,0.101308367,6,0,0
103,308,0.261328396,0.625886644,9,medium,ssh,0.216547165,10,0,0
124,199,0.98495797,0.817823325,3,medium,api,0.424391208,6,0,1
52,130,0.309728184,0.455610788,9,medium,ssh,0.842274103,19,0,0
52,246,0.241960636,0.799740644,2,high,smb,0.254849054,2,0,0
164,312,0.278465291,0.647582544,5,medium,ssh,0.997137015,3,0,0
124,60,0.896472857,0.003612933,7,medium,api,0.355261813,1,0,0
166,279,0.636218829,0.253694295,5,low,ssh,0.386448658,19,0,0
178,103,0.730684097,0.493891352,1,low,smb,0.122106204,14,0,0
63,296,0.91801051,0.61868735,4,low,api,0.680197901,19,0,1
116,320,0.911872485,0.065590865,5,medium,ssh,0.243465183,11,0,0
191,487,0.738945847,0.705079928,8,low,ssh,0.628867595,16,0,1
62,341,0.197824429,0.543536098,5,medium,api,0.223157728,17,1,0
7,151,0.843373321,0.525779307,9,low,smb,0.387872267,7,0,1
155,157,0.203776034,0.292045558,4,medium,api,0.856672092,7,1,0
92,206,0.742898814,0.594823099,0,low,smb,0.738905911,4,0,0
14,474,0.685603067,0.02749289,9,medium,ssh,0.1545909,8,0,0
199,179,0.75888885,0.064700331,4,medium,api,0.607708167,19,0,0
86,197,0.532685681,0.733870087,4,high,smb,0.628640652,19,0,1
133,223,0.638726182,0.321891343,5,medium,api,0.090568474,4,1,0
183,89,0.95332008,0.346967076,6,medium,ssh,0.465805654,9,0,0
130,287,0.101088594,0.208385203,3,high,api,0.260668396,0,0,0
62,434,0.308847275,0.445620692,6,medium,ssh,0.467130143,3,0,0
149,276,0.611357013,0.051993431,4,low,ssh,0.777070991,15,0,0
79,236,0.96405413,0.300363224,5,high,ssh,0.15825956,17,0,0
149,183,0.095574448,0.527123922,3,medium,smb,0.123304206,11,0,0
138,209,0.022549222,0.465631922,7,low,smb,0.269316495,19,0,0
58,493,0.055749598,0.999669643,8,medium,rdp,0.95227545,14,0,1
120,130,0.052405686,0.388764652,1,high,smb,0.747824211,17,0,0
167,153,0.907815858,0.386999059,3,high,rdp,0.019455863,4,0,0
133,13,0.721257908,0.503581777,7,high,api,0.401004842,13,0,0
65,122,0.677106366,0.19030311,7,low,ssh,0.257397979,6,0,0
13,359,0.52257282,0.876304423,8,low,smb,0.638144568,10,0,1
181,220,0.781952617,0.572267789,2,low,ssh,0.459292454,14,0,0
82,106,0.155647993,0.192107639,0,low,rdp,0.964498525,10,0,0
173,375,0.39194119,0.793441591,8,high,smb,0.218978451,6,0,0
160,70,0.490004251,0.034332171,0,low,smb,0.587856416,19,1,0
164,195,0.110409498,0.982564201,2,medium,smb,0.700210015,19,0,0
188,186,0.419513709,0.865149335,2,medium,smb,0.825564489,3,0,0
139,99,0.316501779,0.579639456,8,medium,ssh,0.40697103,0,0,0
191,82,0.035582146,0.111295663,0,low,smb,0.686921908,1,0,0
149,75,0.136735403,0.215272773,6,low,rdp,0.303201471,3,0,0
52,374,0.764036823,0.27943517,1,low,smb,0.435476092,4,0,0
183,340,0.01803791,0.241031738,6,low,rdp,0.895627131,1,0,0
117,192,0.934253299,0.49752001,0,high,rdp,0.949907609,1,0,0
26,325,0.086424632,0.94456037,9,medium,ssh,0.718817347,17,0,1
196,467,0.799238094,0.444172585,9,low,smb,0.374351891,13,1,1
34,214,0.898616541,0.661564568,7,high,rdp,0.82005779,2,0,1
52,315,0.941135585,0.688583206,9,low,smb,0.025867082,17,1,1
112,444,0.867477023,0.871580725,9,medium,ssh,0.102745911,9,1,1
82,467,0.287550039,0.033821288,1,low,ssh,0.661373736,5,0,0
180,382,0.333087131,0.404330059,2,medium,smb,0.291248575,1,0,0
157,367,0.426545699,0.784735114,7,low,rdp,0.951386218,19,0,1
166,318,0.139296689,0.814867015,2,low,api,0.436060612,10,1,0
42,144,0.022272455,0.927332615,0,low,api,0.42936482,17,0,0
21,384,0.869121614,0.70279436,8,low,ssh,0.67807951,13,0,1
42,216,0.554128716,0.245153946,7,medium,rdp,0.767568562,19,0,0
141,361,0.608722942,0.505665743,3,low,api,0.475558738,12,1,1
113,324,0.926988475,0.032345288,7,medium,rdp,0.214000902,6,0,0
105,15,0.665120178,0.646928341,4,medium,smb,0.773308643,19,0,1
192,217,0.690853504,0.554295212,2,medium,ssh,0.320351275,9,0,0
17,492,0.786968648,0.666836281,0,medium,smb,0.175110769,18,0,0
120,439,0.11634845,0.930140553,9,low,smb,0.63164019,12,0,0
137,35,0.360162153,0.687276612,4,medium,smb,0.090453667,1,0,0
169,183,0.968207928,0.32044993,5,high,rdp,0.971352675,19,0,1
129,270,0.922930078,0.198736664,3,medium,api,0.632397264,11,0,0
130,433,0.884075296,0.854636207,6,medium,smb,0.985895521,7,0,1
60,467,0.45208851,0.194332143,2,medium,ssh,0.338893423,17,0,0
48,358,0.857192954,0.161609581,6,low,rdp,0.971205161,1,0,0
29,100,0.048395882,0.206612081,0,medium,api,0.145562248,15,0,0
97,7,0.148517424,0.508840848,6,high,smb,0.040694772,7,0,0
10,30,0.413967698,0.124187443,0,low,ssh,0.03298406,15,0,0
58,467,0.483392067,0.938118331,0,high,smb,0.464870371,7,1,1
188,305,0.263507154,0.966253707,1,low,api,0.083004197,12,0,0
21,473,0.356476671,0.973801853,1,low,api,0.512167884,5,0,0
28,144,0.162776101,0.039124805,3,high,smb,0.327500504,0,0,0
34,111,0.489134032,0.946197526,0,medium,smb,0.335628992,1,0,0
8,232,0.793843293,0.997414933,3,high,rdp,0.635608997,6,0,1
187,179,0.661360394,0.942429109,1,high,api,0.163098006,12,0,1
177,72,0.107792247,0.670938906,3,low,api,0.76655337,3,0,0
79,210,0.487581603,0.701230152,3,medium,smb,0.58203092,8,0,0
145,220,0.697646383,0.12225294,8,low,ssh,0.914944629,18,0,0
188,80,0.529895297,0.874297077,8,low,smb,0.364840654,19,0,1
87,83,0.391675597,0.059639585,0,low,smb,0.982714992,2,0,0
88,42,0.621914421,0.317730547,4,medium,api,0.575827647,1,0,0
173,273,0.968638665,0.991151645,6,low,rdp,0.973401956,15,0,1
69,191,0.09490791,0.422327879,3,medium,smb,0.027060654,9,1,0
160,173,0.390016061,0.131156224,4,medium,ssh,0.727976322,11,1,0
172,461,0.406605853,0.969294662,1,low,ssh,0.816621524,17,0,1
193,7,0.57696731,0.984139647,2,medium,smb,0.053173287,1,1,1
87,155,0.152174602,0.187042685,6,low,ssh,0.578969664,13,1,0
101,10,0.17664303,0.864803809,9,low,ssh,0.801942294,11,1,1
8,34,0.285361386,0.390423326,6,medium,smb,0.561038725,19,0,0
77,36,0.955870043,0.381368464,3,low,ssh,0.06381359,7,1,1
87,409,0.734108581,0.262697632,0,high,ssh,0.693447241,6,0,0
43,6,0.661693302,0.044710275,0,medium,smb,0.060596915,12,1,0
129,408,0.816957687,0.268008984,3,medium,api,0.817468895,14,0,0
109,402,0.127576469,0.053776905,3,medium,rdp,0.043034183,13,1,0
179,215,0.85933282,0.924372046,5,low,rdp,0.137397381,4,0,1
152,134,0.594832714,0.661720672,6,low,api,0.275107591,7,0,0
152,285,0.335329007,0.88662265,8,low,smb,0.633364792,17,1,1
17,126,0.815855256,0.717290681,8,low,api,0.9763591,4,0,1
133,409,0.802564534,0.131286871,9,low,rdp,0.117822853,8,0,0
148,439,0.845708582,0.940581537,4,high,rdp,0.142707669,9,0,1
21,337,0.1155179,0.899893054,9,low,rdp,0.368870397,16,1,1
58,174,0.969361245,0.348076078,2,medium,rdp,0.836219138,2,1,1
159,152,0.959626154,0.11153334,2,low,smb,0.467230953,0,0,0
110,331,0.357469646,0.704154751,5,low,rdp,0.3216106,6,1,0
139,26,0.065894018,0.728361303,0,low,rdp,0.561203832,14,0,0
180,383,0.167055669,0.896829045,6,medium,smb,0.260523197,18,0,0
143,115,0.992830825,0.052655759,2,low,api,0.401159907,7,0,0
135,382,0.563012943,0.141703838,4,low,smb,0.332605149,10,0,0
28,482,0.356621799,0.598248793,6,medium,rdp,0.804141022,1,0,0
51,284,0.288202694,0.619131551,6,medium,ssh,0.924255726,19,0,0
186,387,0.256991735,0.033609662,8,low,smb,0.759572192,1,0,0
5,75,0.664152765,0.396932051,0,medium,smb,0.439083576,10,0,0
5,166,0.419387832,0.584161731,2,medium,api,0.504334977,19,0,0
94,189,0.965410699,0.737911333,8,medium,rdp,0.125073694,16,1,1
96,78,0.683843031,0.316150692,7,low,ssh,0.746864711,9,0,0
8,435,0.792044591,0.483903493,1,low,smb,0.596475679,4,0,0
64,90,0.292741549,0.814054872,7,low,smb,0.902439996,2,0,0
138,176,0.079186409,0.953895064,7,high,smb,0.200611144,8,1,0
38,21,0.487822837,0.230314675,1,low,ssh,0.759726122,19,0,0
111,54,0.314581547,0.253042206,7,high,smb,0.684671662,1,0,0
112,184,0.202083165,0.939818187,2,low,smb,0.265845534,18,0,0
81,359,0.952642131,0.395911151,6,low,ssh,0.66737864,16,1,1
136,222,0.443988214,0.718348325,8,low,smb,0.924373381,11,1,1
104,315,0.174708592,0.612265229,3,low,ssh,0.918435988,19,1,1
153,328,0.198650653,0.28558768,5,high,api,0.719626575,8,0,0
73,179,0.280709742,0.653562222,8,medium,ssh,0.048073113,3,0,0
194,276,0.999316268,0.655565901,4,medium,api,0.872264337,17,1,1
178,112,0.268011501,0.592443185,0,medium,ssh,0.657778607,15,0,0
195,224,0.328801805,0.099660825,2,medium,rdp,0.310434253,9,0,0
49,214,0.659328128,0.995171822,8,high,smb,0.187250362,11,0,1
36,59,0.293961376,0.400416461,2,low,api,0.116203863,10,0,0
126,327,0.215804251,0.638250985,9,medium,smb,0.050236899,4,0,0
68,393,0.158637187,0.885761694,1,medium,smb,0.754103248,19,0,0
78,109,0.312682665,0.423288488,3,high,ssh,0.235842999,10,0,0
105,385,0.10591569,0.773925057,4,medium,rdp,0.024252936,15,0,0
169,157,0.018646586,0.971824425,6,high,ssh,0.397270652,14,0,0
122,191,0.804641697,0.35893476,6,medium,smb,0.482607081,5,0,0
119,200,0.137894942,0.40526957,8,low,ssh,0.169230231,12,1,0
190,312,0.77597685,0.905576059,7,low,api,0.044048336,15,0,1
114,196,0.797542479,0.159642868,1,medium,rdp,0.189125483,2,0,0
10,35,0.537919526,0.028594838,7,medium,smb,0.679102762,17,0,0
149,379,0.309681958,0.908889005,7,low,ssh,0.082243677,0,0,0
164,387,0.145032734,0.821591574,4,low,api,0.555037031,16,0,0
140,246,0.736805107,0.972583033,2,low,rdp,0.146411988,19,0,1
91,237,0.601386986,0.058237783,8,high,ssh,0.195689174,5,0,0
2,104,0.655453456,0.15617733,6,low,ssh,0.393077883,8,0,0
118,7,0.00866909,0.105312559,0,medium,smb,0.100825336,3,0,0
13,283,0.927517016,0.683416132,7,low,api,0.173203503,6,0,1
181,1,0.066290187,0.606010074,9,low,rdp,0.348952411,10,0,0
160,219,0.366805885,0.359335199,4,high,ssh,0.329669005,2,0,0
95,464,0.40271165,0.057423479,5,low,rdp,0.749271486,15,1,0
144,230,0.001355524,0.639661984,8,low,api,0.074782305,5,0,0
32,455,0.497089309,0.570120485,9,low,smb,0.860450736,6,0,0
32,172,0.752808995,0.112903211,7,low,smb,0.816232171,11,0,0
124,87,0.823268653,0.908909704,2,medium,smb,0.76599164,6,1,1
11,41,0.879396993,0.19894971,4,low,rdp,0.309372362,18,0,0
10,123,0.487718868,0.743509152,3,medium,rdp,0.822881786,15,0,1
15,331,0.630636191,0.885075863,0,low,ssh,0.18280208,17,0,1
17,298,0.079519713,0.579474991,4,high,api,0.124409206,9,0,0
168,373,0.488038224,0.246848905,9,medium,api,0.044956333,0,0,0
146,417,0.154815755,0.309248518,6,high,api,0.939310363,7,0,0
183,178,0.369643118,0.885747534,0,high,rdp,0.308010898,2,0,0
153,63,0.329305313,0.298257156,3,low,smb,0.91761788,15,0,0
59,484,0.423540577,0.746190483,5,low,api,0.272613562,2,0,0
78,165,0.571636618,0.990165212,8,medium,ssh,0.907565959,1,0,1
124,489,0.902876647,0.999816719,7,low,rdp,0.903929053,11,0,1
114,187,0.394484631,0.533479748,1,low,smb,0.923676045,7,0,0
22,383,0.981131196,0.826555797,2,low,api,0.496153439,18,0,1
158,209,0.759028048,0.990249868,9,low,smb,0.865946287,17,0,1
172,227,0.511481047,0.37467289,4,medium,ssh,0.950765896,19,0,0
32,432,0.644026437,0.252409585,6,low,api,0.324616942,14,1,0
179,389,0.102224171,0.114233356,2,low,api,0.418874406,16,0,0
174,48,0.844521531,0.140899638,6,medium,smb,0.719240187,17,0,0
113,224,0.582357455,0.853556364,4,low,rdp,0.300359822,17,0,1
120,3,0.98606748,0.58872309,9,high,smb,0.753809309,8,0,1
149,372,0.636428744,0.873709175,5,low,ssh,0.073892145,4,1,1
122,175,0.834111583,0.789455089,5,medium,smb,0.523498384,10,0,1
32,446,0.799762743,0.67374463,3,low,smb,0.122313484,3,0,0
119,99,0.345461151,0.609312192,7,low,api,0.293323476,9,0,0
39,116,0.259610625,0.048338904,8,low,rdp,0.258625392,3,0,0
12,270,0.430493583,0.872275196,1,low,rdp,0.838932074,2,0,0
175,447,0.467241344,0.417842062,8,high,rdp,0.193517255,15,0,0
18,368,0.240084702,0.559786857,3,medium,rdp,0.80844792,10,0,0
149,253,0.894597873,0.021953502,5,low,smb,0.793960346,8,1,0
141,317,0.542547862,0.936073502,6,low,api,0.498883056,0,0,1
149,415,0.978444392,0.902740461,3,low,api,0.233843256,9,0,1
126,95,0.810017778,0.54327803,7,low,rdp,0.22689634,11,0,1
